"id","name","status","category","productType","img","SEO_title","SEO_desc","SEO_keyword","spec1","spec1Value","spec2","spec2Value","spec3","spec3Value","sku","cost","sale_price","compare_price","benefit","shipment_type","length","width","height","weight","weightUnit","stockPolicy","stock","save_stock","barcode"
704,"摩納哥 真皮沙發","","","","","","","","","黑色","","M","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","黑色","","L","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","灰色","","S","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","灰色","","M","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","灰色","","L","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","米色","","S","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","米色","","M","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
704,"摩納哥 真皮沙發","","","","","","","","","米色","","L","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0413.00.09-ArusticBohemianwoodencoffeetablewithanatural,earthydesign.Thetablefeaturesasturdywoodenconstructionwithvisiblegrainandadistre.webp","波希米亞 木質咖啡桌 - 多色選擇","探索這款波希米亞風格的木質咖啡桌，提供胡桃木色、淺棕和深棕三種顏色，並有小、中、大三種尺寸，適合不同空間的需求。","","顏色","胡桃木色","尺寸","小","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","胡桃木色","","中","","","",0,1500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","胡桃木色","","大","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","淺棕","","小","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","淺棕","","中","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","淺棕","","大","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","深棕","","小","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","深棕","","中","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
703,"波希米亞 木質咖啡桌","","","","","","","","","深棕","","大","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.58.32-AmodernBrooklyntwo-seatersofawithasleek,contemporarydesign.Thesofaisupholsteredinhigh-qualityfabricorleatherinaneutraltone,fe.webp","奧斯汀 布藝沙發椅 - 現代風格家居","探索奧斯汀布藝沙發椅，多樣顏色和尺寸選擇，為您的家增添現代美感！","","顏色","紅色","尺寸","S","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","紅色","","M","","","",0,1500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","紅色","","L","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","藍色","","S","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","藍色","","M","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","藍色","","L","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","綠色","","S","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","綠色","","M","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
702,"奧斯汀 布藝沙發椅","","","","","","","","","綠色","","L","","","",0,1200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.56.41-AnelegantAmeliabookshelfwithamodernyetclassicdesign.Thebookshelfismadefromhigh-qualitywoodwithanaturalorwhitefinish,featuring.webp","艾美莉亞 書架 - 多種顏色尺寸選擇","艾美莉亞書架，提供黑色、白色、木色選擇，尚有3層、4層、5層可供選擇，品味與實用兼具，完美適用於各種空間。","","顏色","黑色","尺寸","3層","","","",0,1500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","黑色","","4層","","","",0,1300,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","黑色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","白色","","3層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","白色","","4層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","白色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","木色","","3層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","木色","","4層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
701,"艾美莉亞 書架","","","","","","","","","木色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.55.29-ApracticalGeorgiafoldablesinglebedwithacompactandfunctionaldesign.Thebedfeaturesasturdymetalframewithacomfortablemattress,and.webp","喬治亞 折疊單人床 - 多色可選，便捷舒適","探索喬治亞折疊單人床，藍色、灰色、米白色，提供多種尺寸選擇，適合各種使用情境，讓您隨時隨地享有舒適的休息體驗。","","顏色","藍色","尺寸","S","","","",0,2200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","藍色","","M","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","藍色","","L","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","灰色","","S","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","灰色","","M","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","灰色","","L","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","米白色","","S","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","米白色","","M","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
700,"喬治亞 折疊單人床","","","","","","","","","米白色","","L","","","",0,1800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.53.59-AluxuriousOscarmarblediningtablewithamodernandelegantdesign.Thetablefeaturesapolishedmarbletopwithnaturalveining,supportedby.webp","奧斯卡 大理石餐桌 - 優雅與實用並存","探索奧斯卡大理石餐桌的奢華設計，提供黑白紋、灰白紋及純白等多種顏色，適合各種空間需求的幾種尺寸選擇，為您的用餐時光增添一抹美麗。","","顏色","黑白紋","尺寸","4人座","","","",0,4000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","黑白紋","","6人座","","","",0,3500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","黑白紋","","8人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","灰白紋","","4人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","灰白紋","","6人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","灰白紋","","8人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","純白","","4人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","純白","","6人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
699,"奧斯卡 大理石餐桌","","","","","","","","","純白","","8人座","","","",0,3000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.52.44-AnelegantVictoriasolidwooddoublebedwithaclassicdesign,featuringintricatedetailingandasturdyframe.Thebedhasapolishedwoodfinis.webp","維多利亞實木雙人床","選擇維多利亞實木雙人床，享受高品質睡眠和時尚設計。","","顏色","白色","尺寸","標準","","","",0,3200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","白色","","加大","","","",0,2800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","白色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","棕色","","標準","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","棕色","","加大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","棕色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","灰色","","標準","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","灰色","","加大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
698,"維多利亞 實木雙人床","","","","","","","","","灰色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.51.17-AversatileCameronfoldablesofabedwithamodern,space-savingdesign.Thesofabedfeaturesacomfortable,paddedsurfacewithhigh-qualityfabr.webp","卡梅倫折疊沙發床 - 時尚實用的選擇","探索我們的卡梅倫折疊沙發床，享受舒適與美觀的完美結合. 多種顏色和尺寸可選，適合現代家居!","","顏色","藍色","尺寸","S","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","藍色","","M","","","",0,2200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","藍色","","L","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","灰色","","S","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","灰色","","M","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","灰色","","L","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","米白色","","S","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","米白色","","M","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
697,"卡梅倫折疊沙發床","","","","","","","","","米白色","","L","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.22.37-AclassicFlorencesolidwooddeskwithanelegantandtimelessdesign.Thedeskfeaturesasturdywoodenconstructionwithapolished,naturalfini.webp","佛羅倫斯實木書桌","選擇佛羅倫斯實木書桌，提供多種顏色及尺寸滿足您的需求，完美結合實用性與美觀性。","","顏色","原木色","尺寸","120cm","","","",0,2800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","原木色","","140cm","","","",0,2400,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","原木色","","160cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","白色","","120cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","白色","","140cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","白色","","160cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","黑色","","120cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","黑色","","140cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
696,"佛羅倫斯實木書桌","","","","","","","","","黑色","","160cm","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.15.44-AstylishStockholmleatherdiningchairwithamodernScandinaviandesign.Thechairfeatureshigh-qualityleatherupholsteryinarich,earthyton.webp","斯德哥爾摩皮革餐椅 - 高品質與舒適感","選擇斯德哥爾摩皮革餐椅，享受精緻生活，探索各種顏色與尺寸的完美搭配，提升餐廳氛圍。","","顏色","紅色","尺寸","標準","","","",0,900,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","紅色","","高背","","","",0,800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","紅色","","加寬","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","深棕","","標準","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","深棕","","高背","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","深棕","","加寬","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","黑色","","標準","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","黑色","","高背","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
695,"斯德哥爾摩皮革餐椅","","","","","","","","","黑色","","加寬","","","",0,700,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.11.16-AnelegantEmilyrattanbedsidetablewithanatural,rusticdesign.Thetablefeaturesawovenrattantextureonthedrawerfronts,combinedwitha.webp","艾蜜莉藤編床頭櫃 - 三色可選，實用設計","探索艾蜜莉藤編床頭櫃，擁有淺棕、米白及灰色，為你的家居增添優雅氣息與實用存儲方案。","","顏色","淺棕","尺寸","寬40cm","","","",0,800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","淺棕","","寬50cm","","","",0,600,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","淺棕","","寬60cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","米白","","寬40cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","米白","","寬50cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","米白","","寬60cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","灰色","","寬40cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","灰色","","寬50cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
693,"艾蜜莉藤編床頭櫃","","","","","","","","","灰色","","寬60cm","","","",0,500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.09.55-AmodernMorgansteel-framebookshelfwithaminimalist,industrialdesign.Thebookshelffeaturessturdy,darkmetalframeswithmultipleopenwood.webp","摩根鋼架書架 - 多色多層選擇","摩根鋼架書架，提供黑色、白色和灰色選擇，適合家庭及辦公室使用，尺寸有3層、4層、5層，價格合理。","","顏色","黑色","尺寸","3層","","","",0,1500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","黑色","","4層","","","",0,1300,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","黑色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","白色","","3層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","白色","","4層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","白色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","灰色","","3層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","灰色","","4層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
692,"摩根鋼架書架","","","","","","","","","灰色","","5層","","","",0,1000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0412.05.49-AluxuriousLargoleathersingle-seatersofawithamodernandelegantdesign.Thesofafeatureshigh-qualityleatherupholsteryinadeep,richcol.webp","拉戈真皮單人沙發 - 高品質生活的選擇","探索拉戈真皮單人沙發，提供多種顏色與尺寸，讓您的居家空間更具品味與舒適感。","","顏色","棕色","尺寸","S","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","棕色","","M","","","",0,1500,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","棕色","","L","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","黑色","","S","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","黑色","","M","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","黑色","","L","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","米白色","","S","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","米白色","","M","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
691,"拉戈真皮單人沙發","","","","","","","","","米白色","","L","","","",0,1200,2000,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0411.59.41-AstylishViennaupholstereddoublebedwithamodern,cozydesign.Thebedfeaturesahigh-qualityfabricheadboardandsoftpaddingforaddedcomf.webp","維也納布藝雙人床 - 舒適與風格兼具","維也納布藝雙人床提供多種顏色和尺寸選擇，結合現代設計與舒適感，讓您的臥室更具品味。","","顏色","米色","尺寸","標準","","","",0,3200,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","米色","","加大","","","",0,2800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","米色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","灰色","","標準","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","灰色","","加大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","灰色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","綠色","","標準","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","綠色","","加大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
690,"維也納 布藝雙人床","","","","","","","","","綠色","","特大","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
689,"拉菲爾大理石茶几","上架","","商品  ","https://d3jnmi1tfjgtti.cloudfront.net/file/122538856/DALL·E2024-11-0411.17.20-AluxuriousRaphaelmarblecoffeetablewithasleek,elegantdesign.Thetablehasapolishedmarbletopwithbeautifulnaturalveining,setonas.webp","拉菲爾大理石茶几 - 優雅現代家居必備","選擇拉菲爾大理石茶几，突顯居家品味，提供多種顏色和尺寸以供選擇，無論是小號、中號或大號，都能滿足不同需求，價格合理，性價比高。","","顏色","黑白紋","尺寸","小號","","","",0,2800,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
689,"拉菲爾大理石茶几","","","","","","","","","黑白紋","","中號","","","",0,2500,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
689,"拉菲爾大理石茶几","","","","","","","","","黑白紋","","大號","","","",0,2000,0,0,"依重量計算",0,0,0,"1","KG","追蹤",0,"0",""
